FID,Person Key,Crash Key,FDOT Crash Number,FLHSMV Crash Number,Crash Date,Crash Time,Crash Time Slot,Crash Day,FDOT Managing District,FDOT County Code,County,FDOT Roadway ID,FDOT Mile Post,Road System,SSO Latitude,SSO Longitude,CITY,Person Type Code,Person Type,Person Gender Code,Person Gender,Person Age,Person Injury Code,Person Injury,Person Location Code,Person Location at Crash Time,Person Action Code,Person Action Prior to Crash,Person Action/Circumstance Code,Person Action/Circumstance,Suspected Alcohol Code,Suspected Alcohol Use,Suspected Drug Code,Suspected Drug Use,x,y
479,2016-852357730-3,2016-852357730,852357730,85235773,2/1/2016 18:30,6:30 PM,7: 6P-9P,1: Sun,2,78,St Johns,78040000,10.667,On-system,29.8168329,-81.2689597,Jacksonville,1,Pedestrian,1,Male,76,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9046819.559,3480027.807
480,2016-852359150-3,2016-852359150,852359150,85235915,2/11/2016 22:15,10:15 PM,8: 9P-12A,4: Wed,5,70,Brevard,70010000,2.258,On-system,27.8840855,-80.5030727,Jacksonville,1,Pedestrian,1,Male,24,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-8961561.375,3234368.123
481,2016-852362190-2,2016-852362190,852362190,85236219,2/10/2016 6:55,6:55 AM,3: 6A-9A,3: Tue,7,15,Pinellas,15000000,0,Off-system,27.994193,-82.738854,Jacksonville,1,Pedestrian,2,Female,72,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,77,Other,1,No,1,No,-9210447.484,3248242.332
482,2016-852362500-2,2016-852362500,852362500,85236250,3/19/2016 7:25,7:25 AM,3: 6A-9A,6: Fri,7,15,Pinellas,15000000,0,Off-system,28.143974,-82.666127,Jacksonville,3,Bicyclist,1,Male,15,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,1,No,1,No,-9202351.55,3267138.432
483,2016-852364980-3,2016-852364980,852364980,85236498,3/5/2016 23:24,11:24 PM,8: 9P-12A,6: Fri,5,79,Volusia,79030000,9.054,On-system,29.3160361,-81.1055791,Jacksonville,1,Pedestrian,2,Female,59,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9028632.106,3415932.879
484,2016-852385690-3,2016-852385690,852385690,85238569,1/5/2016 15:10,3:10 PM,6: 3P-6P,2: Mon,5,75,Orange,75120000,0.694,On-system,28.6729981,-81.4845788,Jacksonville,3,Bicyclist,1,Male,67,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9070822.169,3334092.173
485,2016-852386460-1,2016-852386460,852386460,85238646,2/15/2016 5:15,5:15 AM,2: 3A-6A,1: Sun,5,70,Brevard,70000000,0,Off-system,28.369006,-80.8457,Jacksonville,1,Pedestrian,1,Male,39,5,Fatal,7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",88,Unknown,88,Unknown,-8999702.485,3295577.839
486,2016-852388750-2,2016-852388750,852388750,85238875,4/16/2016 3:28,3:28 AM,2: 3A-6A,6: Fri,3,46,Bay,46010000,14.375,On-system,30.1812167,-85.7898361,Jacksonville,3,Bicyclist,1,Male,37,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9550081.364,3526865.615
487,2016-852388770-1,2016-852388770,852388770,85238877,4/17/2016 4:04,4:04 AM,2: 3A-6A,7: Sat,3,46,Bay,46010100,1.414,On-system,30.1881168,-85.744068,Jacksonville,2,"Other pedestrian (wheelchair, etc)",1,Male,30,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,1,No improper action,88,Unknown,88,Unknown,-9544986.481,3527754.217
488,2016-852388780-1,2016-852388780,852388780,85238878,4/17/2016 4:04,4:04 AM,2: 3A-6A,7: Sat,3,46,Bay,46010100,1.414,On-system,30.1881168,-85.744068,Jacksonville,2,"Other pedestrian (wheelchair, etc)",1,Male,30,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",77,Other,88,Unknown,88,Unknown,-9544986.481,3527754.217
489,2016-852397130-1,2016-852397130,852397130,85239713,1/3/2016 20:35,8:35 PM,7: 6P-9P,7: Sat,7,10,Hillsborough,10150000,5.607,On-system,27.9965506,-82.5695527,Jacksonville,1,Pedestrian,1,Male,28,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9191600.944,3248539.559
490,2016-852397290-1,2016-852397290,852397290,85239729,1/20/2016 19:55,7:55 PM,7: 6P-9P,3: Tue,7,10,Hillsborough,10030000,4.772,On-system,27.9961285,-82.3731196,Jacksonville,1,Pedestrian,2,Female,51,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No,1,No,-9169734.105,3248486.345
491,2016-852397480-1,2016-852397480,852397480,85239748,2/14/2016 19:45,7:45 PM,7: 6P-9P,7: Sat,7,10,Hillsborough,10040000,8.578,On-system,28.0746617,-82.4511351,Jacksonville,1,Pedestrian,1,Male,36,4,Serious (Incapacitating),5,Travel lane (other location),5,Walking/cycling on sidewalk,2,Dart/dash,1,No,1,No,-9178418.754,3258390.843
492,2016-852398570-3,2016-852398570,852398570,85239857,1/8/2016 19:08,7:08 PM,7: 6P-9P,5: Thr,5,75,Orange,75000000,0,Off-system,28.573556,-81.232355,Jacksonville,3,Bicyclist,1,Male,46,4,Serious (Incapacitating),3,Intersection (other),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),88,Unknown,1,No,1,No,-9042744.736,3321481.106
493,2016-852399930-3,2016-852399930,852399930,85239993,4/4/2016 11:43,11:43 AM,4: 9A-12P,1: Sun,7,15,Pinellas,15030000,3.774,On-system,27.9161813,-82.7260591,Jacksonville,3,Bicyclist,1,Male,51,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9209023.162,3238410.923
494,2016-852401460-1,2016-852401460,852401460,85240146,2/3/2016 20:04,8:04 PM,7: 6P-9P,3: Tue,5,70,Brevard,70000000,0,Off-system,28.388764,-80.709061,Jacksonville,1,Pedestrian,2,Female,85,4,Serious (Incapacitating),7,Shoulder/roadside,77,Other,77,Other,1,No,1,No,-8984491.897,3298077.716
495,2016-852408700-2,2016-852408700,852408700,85240870,2/2/2016 8:07,8:07 AM,3: 6A-9A,2: Mon,1,13,Manatee,13050000,10.083,On-system,27.4841069,-82.4134389,Jacksonville,1,Pedestrian,1,Male,73,5,Fatal,9,Median/crossing island,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9174222.428,3184086.435
496,2016-852409600-2,2016-852409600,852409600,85240960,1/20/2016 5:10,5:10 AM,2: 3A-6A,3: Tue,6,87,Miami-Dade,87004000,3.81,On-system,25.8104083,-80.1530718,Jacksonville,1,Pedestrian,2,Female,29,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-8922599.435,2975618.666
497,2016-852411740-2,2016-852411740,852411740,85241174,1/30/2016 10:00,10:00 AM,4: 9A-12P,6: Fri,1,17,Sarasota,17008000,3.044,On-system,27.298741,-82.4808157,Jacksonville,3,Bicyclist,1,Male,69,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9181722.781,3160845.954
498,2016-852412080-3,2016-852412080,852412080,85241208,5/14/2016 15:20,3:20 PM,6: 3P-6P,6: Fri,3,48,Escambia,48050000,0.021,On-system,30.2816694,-87.5179309,Jacksonville,1,Pedestrian,2,Female,75,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9742452.051,3539808.162
499,2016-852422790-2,2016-852422790,852422790,85242279,1/24/2016 22:15,10:15 PM,8: 9P-12A,7: Sat,1,17,Sarasota,17020000,11.546,On-system,27.2501392,-82.5135958,Jacksonville,1,Pedestrian,1,Male,61,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown,88,Unknown,-9185371.846,3154758.873
500,2016-852424600-2,2016-852424600,852424600,85242460,1/10/2016 22:15,10:15 PM,8: 9P-12A,7: Sat,5,75,Orange,75000000,0,Off-system,28.59249,-81.451451,Jacksonville,1,Pedestrian,1,Male,55,5,Fatal,5,Travel lane (other location),88,Unknown,88,Unknown,88,Unknown,88,Unknown,-9067134.398,3323881.36
501,2016-852427740-5,2016-852427740,852427740,85242774,1/7/2016 20:47,8:47 PM,7: 6P-9P,4: Wed,7,15,Pinellas,15120000,7.882,On-system,27.8937556,-82.732673,Jacksonville,1,Pedestrian,1,Male,53,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes,1,No,-9209759.418,3235586.042
502,2016-852427770-2,2016-852427770,852427770,85242777,1/8/2016 19:01,7:01 PM,7: 6P-9P,5: Thr,7,15,Pinellas,15120000,10.585,On-system,27.8938159,-82.6885438,Jacksonville,1,Pedestrian,1,Male,33,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9204846.976,3235593.637
503,2016-852431570-2,2016-852431570,852431570,85243157,4/18/2016 21:38,9:38 PM,8: 9P-12A,1: Sun,1,12,Lee,12000000,0,Off-system,26.645648,-81.8067,Jacksonville,1,Pedestrian,1,Male,23,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9106680.541,3079270.083
504,2016-852433280-2,2016-852433280,852433280,85243328,1/21/2016 22:25,10:25 PM,8: 9P-12A,4: Wed,1,3,Collier,3000000,0,Off-system,26.257125,-81.734729,Jacksonville,1,Pedestrian,2,Female,57,5,Fatal,3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9098668.762,3030962.578
505,2016-852433420-2,2016-852433420,852433420,85243342,3/16/2016 9:50,9:50 AM,4: 9A-12P,3: Tue,1,3,Collier,3000000,0,Off-system,26.152438,-81.705604,Jacksonville,3,Bicyclist,1,Male,71,5,Fatal,6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9095426.581,3017973.914
506,2016-852433510-2,2016-852433510,852433510,85243351,4/13/2016 4:43,4:43 AM,2: 3A-6A,3: Tue,1,3,Collier,3000000,0,Off-system,26.272915,-81.737536,Jacksonville,1,Pedestrian,1,Male,12,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9098981.236,3032922.681
507,2016-852433900-2,2016-852433900,852433900,85243390,10/9/2016 8:35,8:35 AM,3: 6A-9A,7: Sat,1,12,Lee,12000000,0,Off-system,26.726689,-81.851823,Fort Myers,3,Bicyclist,1,Male,76,5,Fatal,3,Intersection (other),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),10,Improper turn/merge,88,Unknown,88,Unknown,-9111703.612,3089367.062
508,2016-852437380-2,2016-852437380,852437380,85243738,1/19/2016 16:10,4:10 PM,6: 3P-6P,2: Mon,7,15,Pinellas,15150000,23.149,On-system,28.0280966,-82.7380991,Tampa,1,Pedestrian,2,Female,55,4,Serious (Incapacitating),1,Intersection (marked crosswalk),77,Other,1,No improper action,1,No,1,No,-9210363.449,3252517.244
509,2016-852437850-5,2016-852437850,852437850,85243785,2/20/2016 11:57,11:57 AM,4: 9A-12P,6: Fri,5,18,Sumter,18000000,0,Off-system,28.920038,-81.966434,Mount Dora,1,Pedestrian,1,Male,38,4,Serious (Incapacitating),11,Shared-use path/trail,10,None,1,No improper action,1,No,1,No,-9124462.061,3365473.284
510,2016-852442190-2,2016-852442190,852442190,85244219,5/14/2016 12:30,12:30 PM,5: 12P-3P,6: Fri,7,8,Hernando,8040000,1,On-system,28.5247555,-82.5567611,Spring Hill,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9190176.991,3315296.672
511,2016-852447050-3,2016-852447050,852447050,85244705,7/4/2016 12:50,12:50 PM,5: 12P-3P,1: Sun,2,34,Levy,34070000,36.381,On-system,29.4808625,-82.6003375,Gainesville,3,Bicyclist,1,Male,51,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,88,Unknown,88,Unknown,-9195027.899,3436993.291
512,2016-852447410-3,2016-852447410,852447410,85244741,2/1/2016 0:29,12:29 AM,1: 12A-3A,1: Sun,5,92,Osceola,92030000,17.552,On-system,28.1990235,-81.1661531,Davenport,1,Pedestrian,1,Male,34,5,Fatal,5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",88,Unknown,88,Unknown,-9035375.171,3274090.016
513,2016-852450020-2,2016-852450020,852450020,85245002,1/1/2016 20:13,8:13 PM,7: 6P-9P,5: Thr,7,14,Pasco,14030000,9.045,On-system,28.2975115,-82.7069471,Land O' Lakes,3,Bicyclist,2,Female,50,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",2,Yes,88,Unknown,-9206895.624,3286535.892
514,2016-852450140-2,2016-852450140,852450140,85245014,1/7/2016 20:27,8:27 PM,7: 6P-9P,4: Wed,7,14,Pasco,14030000,0.804,On-system,28.1849123,-82.7400367,Odessa,1,Pedestrian,2,Female,40,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-9210579.142,3272307.726
515,2016-852450360-1,2016-852450360,852450360,85245036,1/14/2016 5:55,5:55 AM,2: 3A-6A,4: Wed,6,87,Miami-Dade,87240000,11.094,On-system,25.900691,-80.2436709,Miami,1,Pedestrian,1,Male,55,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-8932684.884,2986786.872
516,2016-852453250-2,2016-852453250,852453250,85245325,1/18/2016 18:19,6:19 PM,7: 6P-9P,1: Sun,5,75,Orange,75060000,9.445,On-system,28.5691996,-81.2448358,Orlando,3,Bicyclist,1,Male,18,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-9044134.093,3320928.908
517,2016-852467680-1,2016-852467680,852467680,85246768,3/5/2016 21:13,9:13 PM,8: 9P-12A,6: Fri,5,75,Orange,75050000,12.863,On-system,28.5525143,-81.4468418,Ocoee,1,Pedestrian,1,Male,83,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,88,Unknown,1,No,1,No,-9066621.304,3318814.164
518,2016-852467680-2,2016-852467680,852467680,85246768,3/5/2016 21:13,9:13 PM,8: 9P-12A,6: Fri,5,75,Orange,75050000,12.863,On-system,28.5525143,-81.4468418,Ocoee,1,Pedestrian,2,Female,4,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,88,Unknown,1,No,1,No,-9066621.304,3318814.164
519,2016-852468560-2,2016-852468560,852468560,85246856,6/17/2016 21:59,9:59 PM,8: 9P-12A,5: Thr,2,26,Alachua,26030000,13.625,On-system,29.6469678,-82.6066306,Alachua,1,Pedestrian,1,Male,55,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,1,No,-9195728.445,3458251.798
520,2016-852474200-1,2016-852474200,852474200,85247420,1/18/2016 20:10,8:10 PM,7: 6P-9P,1: Sun,5,92,Osceola,92000000,0,Off-system,28.155756,-81.490229,Winter Haven,1,Pedestrian,1,Male,18,4,Serious (Incapacitating),88,Unknown,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),88,Unknown,1,No,1,No,-9071451.145,3268625.95
521,2016-852474230-2,2016-852474230,852474230,85247423,1/19/2016 17:40,5:40 PM,6: 3P-6P,2: Mon,5,92,Osceola,92010000,13.478,On-system,28.329479,-81.4037155,Kissimmee,3,Bicyclist,1,Male,51,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9061820.504,3290578.088
522,2016-852482280-2,2016-852482280,852482280,85248228,1/8/2016 18:20,6:20 PM,7: 6P-9P,5: Thr,5,79,Volusia,79080000,9.638,On-system,29.3316958,-81.0589426,Port Orange,1,Pedestrian,1,Male,11,4,Serious (Incapacitating),5,Travel lane (other location),7,Adjacent to roadway (shoulder median),2,Dart/dash,1,No,1,No,-9023440.553,3417932.305
523,2016-852482340-3,2016-852482340,852482340,85248234,1/18/2016 14:31,2:31 PM,5: 12P-3P,1: Sun,5,79,Volusia,79000000,0,Off-system,29.240491,-81.067101,Port Orange,1,Pedestrian,2,Female,27,4,Serious (Incapacitating),5,Travel lane (other location),10,None,1,No improper action,1,No,1,No,-9024348.742,3406291.608
524,2016-852484080-1,2016-852484080,852484080,85248408,1/15/2016 5:23,5:23 AM,2: 3A-6A,5: Thr,5,75,Orange,75000000,0,Off-system,28.572444,-81.452166,Orlando,1,Pedestrian,2,Female,82,4,Serious (Incapacitating),77,Other,7,Adjacent to roadway (shoulder median),5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9067213.992,3321340.151
525,2016-852488300-2,2016-852488300,852488300,85248830,1/14/2016 15:15,3:15 PM,6: 3P-6P,4: Wed,5,75,Orange,75260000,4.207,On-system,28.6035652,-81.4069027,Orlando,3,Bicyclist,1,Male,61,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9062175.303,3325285.56
526,2016-852490910-2,2016-852490910,852490910,85249091,2/14/2016 9:50,9:50 AM,4: 9A-12P,7: Sat,2,26,Alachua,26260017,0.136,On-system,29.6028485,-82.3725542,Gainesville,1,Pedestrian,2,Female,71,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9169671.171,3452601.906
527,2016-852493940-3,2016-852493940,852493940,85249394,2/2/2016 16:50,4:50 PM,6: 3P-6P,2: Mon,7,8,Hernando,8020000,4.618,On-system,28.4902801,-82.6001754,Spring Hill,1,Pedestrian,2,Female,20,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9195009.85,3310929.371
528,2016-852498050-3,2016-852498050,852498050,85249805,2/28/2016 19:01,7:01 PM,7: 6P-9P,7: Sat,1,17,Sarasota,17050000,1.193,On-system,26.9632813,-82.3530329,Cape Coral,1,Pedestrian,2,Female,84,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9167498.06,3118885.598
529,2016-852499330-2,2016-852499330,852499330,85249933,1/6/2016 18:38,6:38 PM,7: 6P-9P,3: Tue,5,79,Volusia,79000000,0,Off-system,29.035683,-81.273798,Ormond Beach,1,Pedestrian,1,Male,30,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No,1,No,-9047358.153,3380189.161
530,2016-852502020-2,2016-852502020,852502020,85250202,12/22/2016 20:30,8:30 PM,7: 6P-9P,4: Wed,3,55,Leon,55000000,0,Off-system,30.560337,-84.197382,Pensacola,3,Bicyclist,1,Male,49,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),77,Other,1,No,1,No,-9372810.135,3575781.948
531,2016-852507150-2,2016-852507150,852507150,85250715,1/9/2016 18:30,6:30 PM,7: 6P-9P,6: Fri,7,14,Pasco,14000000,0,Off-system,28.340789,-82.616786,Lutz,3,Bicyclist,2,Female,19,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9196858.934,3292008.49
532,2016-852507520-1,2016-852507520,852507520,85250752,2/20/2016 16:45,4:45 PM,6: 3P-6P,6: Fri,7,14,Pasco,14120000,2.272,On-system,28.3310203,-82.6620014,Lutz,1,Pedestrian,1,Male,54,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9201892.29,3290773.007
533,2016-852510070-5,2016-852510070,852510070,85251007,1/14/2016 11:33,11:33 AM,4: 9A-12P,4: Wed,1,13,Manatee,13030000,0.758,On-system,27.5321959,-82.5727122,Bradenton,1,Pedestrian,2,Female,58,4,Serious (Incapacitating),7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),1,No improper action,1,No,1,No,-9191952.656,3190122.033
534,2016-852512690-2,2016-852512690,852512690,85251269,1/21/2016 17:44,5:44 PM,6: 3P-6P,4: Wed,1,17,Sarasota,17000000,0,Off-system,27.306651,-82.497758,Sarasota,3,Bicyclist,1,Male,74,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9183608.79,3161836.885
535,2016-852512700-2,2016-852512700,852512700,85251270,1/21/2016 20:46,8:46 PM,7: 6P-9P,4: Wed,1,17,Sarasota,17070000,0.135,On-system,27.2618186,-82.5211508,Sarasota,3,Bicyclist,1,Male,30,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9186212.865,3156221.404
536,2016-852516240-3,2016-852516240,852516240,85251624,5/21/2016 1:50,1:50 AM,1: 12A-3A,6: Fri,3,60,Walton,60020001,0.107,On-system,30.3852879,-86.3954723,Destin,1,Pedestrian,1,Male,24,5,Fatal,9,Median/crossing island,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),88,Unknown,88,Unknown,88,Unknown,-9617500.497,3553172.5
537,2016-852516700-2,2016-852516700,852516700,85251670,3/13/2016 20:00,8:00 PM,7: 6P-9P,7: Sat,3,58,Santa Rosa,58010000,4.028,On-system,30.5992851,-87.1612468,Pensacola,1,Pedestrian,1,Male,4,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,1,No,1,No,-9702746.149,3580818.034
538,2016-852518650-1,2016-852518650,852518650,85251865,2/26/2016 22:56,10:56 PM,8: 9P-12A,5: Thr,5,36,Marion,36000000,0,Off-system,29.007517,-81.992974,DeLand,1,Pedestrian,1,Male,28,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,1,No,1,No,-9127416.482,3376603.508
